OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-385605077053907,SV-MP-02 123 to 129 ft,Well: Multiple wells,,02070008,,,,,38.93469444000000,-77.0940556000000,24000,.1,seconds,Interpolated from MAP.,NAD83,322,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,,Unconfined single aquifer,,129,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385605077053908,SV-MP-02 145 to 160 ft,Well: Multiple wells,,02070008,,,,,38.93469444000000,-77.0940556000000,24000,.1,seconds,Interpolated from MAP.,NAD83,322,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,,Unconfined single aquifer,,160,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385606077053302,WW Ba  41,Well,,02070008,,,,,38.93488889000000,-77.0926667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,375.5,feet,2.5,feet,Reported method of determination.,NAVD88,US,11,001,Northern Atlantic Coastal Plain aquifer system,,,Unconfined single aquifer,20040901,62,ft,62,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385606077053901,WW Ba  45,Well,,02070008,,,,,38.93491667000000,-77.0941388900000,24000,.1,seconds,Interpolated from MAP.,NAD83,318,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,,Unconfined single aquifer,20051028,25.4,ft,25.6,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385609077055301,WW Ba 39,Well,,02070008,,,,,38.93583330000000,-77.0980556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,253,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,11,001,,,,Unconfined single aquifer,20100316,187,ft,187,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385619077020701,WW Bc  10,Well,,02070010,,,,,38.93869444000000,-77.0353611000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,120.01,feet,.03,feet,Differentially corrected Global Positioning System.,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,,Unconfined single aquifer,20080729,32.0,ft,32.0,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385644077061101,WW Ba  28,Well,,02070008,,,,,38.94555556000000,-77.1030556000000,24000,1,seconds,Interpolated from MAP.,NAD83,202.93,feet,.17,feet,Differentially corrected Global Positioning System.,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,Sykesville Formation,,19920715,100,ft,101,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385649076584201,WE Ba  11,Well,,02070010,,,,,38.94688889000000,-76.9784444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,87.43,feet,.03,feet,Differentially corrected Global Positioning System.,NAVD88,US,11,001,Northern Atlantic Coastal Plain aquifer system,,Potomac Group,Unconfined single aquifer,20080730,28.5,ft,28.5,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385707077021801,WW Bc  11,Well,,02070010,,,,,38.95183330000000,-77.0383056000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,247.45,feet,.03,feet,Differentially corrected Global Positioning System.,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,,Unconfined single aquifer,20080728,38.4,ft,38.4,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-385929077020901,WW Ac   8,Well,,02070010,,,,,38.99147220000000,-77.0357222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,261.51,feet,.03,feet,Differentially corrected Global Positioning System.,NAVD88,US,11,001,Piedmont and Blue Ridge crystalline-rock aquifers,,,Unconfined single aquifer,20080731,33.6,ft,33.6,ft,NWIS
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_BAKE,Battery Kemble Creek,River/Stream,Formerly known as Palisades Creek (PACR).,02070010,,,,,38.9204350000,-77.0994920000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_BRBR,Broad Branch,River/Stream,,02070010,,,,,38.9449960000,-77.0503670000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_DUOA,Dumbarton Oaks,River/Stream,Point collected using Garmin GPSmap 60CSX,02070010,,,,,38.9158980000,-77.0591560000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_FEBR,Fenwick Branch,River/Stream,Formerly FEWK.,02070010,,,,,38.9848410000,-77.0420770000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_HACR,Hazen Creek,River/Stream,,02070010,,,,,38.9383100000,-77.0514410000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_KLVA,Klingle Valley,River/Stream,,02070010,,,,,38.9334090000,-77.0518130000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_LUBR,Luzon Branch,River/Stream,,02070010,,,,,38.9617660000,-77.0416330000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_NOST,Normanstone Branch,River/Stream,,02070010,,,,,38.9192250000,-77.0560780000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_PHBR,Pinehurst Branch,River/Stream,,02070010,,,,,38.9720440000,-77.0438800000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_PYBR,Piney Branch,River/Stream,,02070010,,,,,38.9355260000,-77.0467890000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_ROC3,Rock Creek @ DUOA,River/Stream,,02070010,,,,,38.9156490000,-77.0589590000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_ROCR_SVPS,Soapstone Valley Stream,River/Stream,,02070010,,,,,38.9452510000,-77.0517600000,,,,GPS-Unspecified,NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-PMS10,East side of Francis S. Key Bridge,Estuary,CB Chesapeake Bay Program split sample program station. Data in CEDS are DCLS analytical results to be utilized for inter-laboratory comparison. Data are collected by District of Columbia Water Quality laboratory personnel Quarterly.,02070010,,,,,38.9022000000,-77.0697000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,11,001,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-01648010,01648010,Channelized Stream,(NTN) Rock Creek At Joyce Rd At Washington; Dc,02070010,,,,,38.9603500000,-77.0421700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-01651770,01651770,Channelized Stream,(NTN) Hickey Run At New York Avenue At Washington; Dc,02070010,,,,,38.9160300000,-76.9685600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-01651800,01651800,Channelized Stream,(NTN) Watts Branch At Washington; Dc,02070010,,,,,38.9012200000,-76.9430400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-1648010,1648010,River/Stream,(NTN) Rock Creek At Joyce Rd At Washington; Dc,02070010,,,,,38.9603500000,-77.0421700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-1651770,1651770,River/Stream,(NTN) Hickey Run At New York Avenue At Washington; Dc,02070010,,,,,38.9160300000,-76.9685600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-1651800,1651800,River/Stream,(NTN) Watts Branch At Washington; Dc,02070010,,,,,38.9012200000,-76.9430400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,11,001,,,,,,,,,,STORET
