OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-01492950,"ANDOVER BRANCH NR PEACOCK CORNERS, MD",Stream,,02060002,23.1,sq mi,,,39.23313889000000,-75.7855000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,26,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493005,"UNMD TR TO CHESTER R AT KIRBY LND NR CRUMPTON, MD",Stream,,02060002,0.11,sq mi,,,39.24286110000000,-75.8785277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,33,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493006,"UNMD TR TO CHESTER R AT FORD LNDG NR CRUMPTON, MD",Stream,,02060002,0.98,sq mi,,,39.24250000000000,-75.8885833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,14,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493010,"UNNAMED TR TO CHESTER R NR CHESTERVILLE, MD",Stream,,02060002,1.37,sq mi,,,39.25522220000000,-75.9151388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,15,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493103,"PEARL CREEK NEAR MCGINNES, MD",Stream,,02060002,1.93,sq mi,,,39.21752778000000,-75.9332222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,24,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493104,"TRIBUTARY TO PEARL CREEK NEAR CRUMPTON, MD",Stream,,02060002,0.87,sq mi,,,39.22216667000000,-75.9283611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,17,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493105,"PEARL CREEK AT MILLINGTON ROAD AT CRUMPTON, MD",Stream,,02060002,3.08,sq mi,,,39.22561110000000,-75.9309444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,13,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-0149310680,"UNNAMED TRIBUTARY TO CHESTER RIVER AT MCGINNES, MD",Stream,,02060002,0.44,sq mi,,,39.22447220000000,-75.9456388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,17,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493109,"COW CREEK NEAR CHESTERVILLE, MD",Stream,,02060002,0.57,sq mi,,,39.28927729000000,-75.9293852000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493110,"CHESTERVILLE BRANCH NEAR CHESTERVILLE, MD",Stream,,02060002,1.49,sq mi,,,39.28816615000000,-75.9282740000000,24000,1,seconds,Interpolated from MAP.,NAD83,40,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493111,"CHESTERVILLE BRANCH AT CHESTERVILLE, MD",Stream,,02060002,3.11,sq mi,,,39.27455469000000,-75.9391077000000,24000,1,seconds,Interpolated from MAP.,NAD83,25,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-0149311110,"CHESTERVILLE BRANCH TRIB. NEAR CHESTERVILLE, MD",Stream,,02060002,2.50,sq mi,,,39.27122129000000,-75.9346630000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493112,"CHESTERVILLE BRANCH NEAR CRUMPTON, MD",Stream,,02060002,6.12,sq mi,,,39.25705556000000,-75.9401388900000,24000,1,seconds,Interpolated from MAP.,NAD83,1.21,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493190,"UNNAMED TR TO CHESTER R AT R RD NR CRUMPTON, MD",Stream,,02060002,2.47,sq mi,,,39.25708330000000,-75.9477222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493195,"UNMD TR TO CHESTER R AT SPRY LNDG, NR CRUMPTON, MD",Stream,,02060002,2.51,sq mi,,,39.25613889000000,-75.9477222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493250,"UNNAMED TR TO CHESTER R NR MORGNEC, MD",Stream,,02060002,0.42,sq mi,,,39.25627778000000,-75.9688056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,18,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493300,UNNMD TRIB TO CHESTER R AT TRAVILLA WRF NR MORGNEC,Stream,,02060002,0.72,sq mi,,,39.25583330000000,-75.9841667000000,24000,1,seconds,Interpolated from MAP.,NAD83,17,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493450,"UNNAMED TR TO FOREMAN BR NR EWINGVILLE, MD",Stream,,02060002,0.29,sq mi,,,39.20444444000000,-75.9575556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,47,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493460,"FOREMAN BR NR EWINGVILLE, MD",Stream,,02060002,3.02,sq mi,,,39.20366667000000,-75.9631944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493480,"FOREMAN BRANCH AT EWINGVILLE, MD",Stream,,02060002,5.27,sq mi,,,39.21094320000000,-75.9827200000000,,1,seconds,Interpolated from MAP.,NAD83,63.9,feet,.1,feet,Interpolated from topographic map.,NGVD29,US,24,035,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01493500,"MORGAN CREEK NEAR KENNEDYVILLE, MD",Stream,,02060002,12.7,sq mi,,,39.28002778000000,-76.0145556000000,24000,1,seconds,Interpolated from MAP.,NAD83,0.97,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,029,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01495965,"PEARCE CREEK AT CRYSTAL BEACH, MD","Lake, Reservoir, Impoundment",,02060002,6.03,sq mi,,,39.43547220000000,-75.9779722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,10,feet,Interpolated from topographic map.,NAVD88,US,24,015,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01578310,"SUSQUEHANNA RIVER AT CONOWINGO, MD",Stream,,02050306,27100,sq mi,,,39.65788889000000,-76.1744444000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4.16,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,025,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01579550,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",Stream,,02050306,27300,sq mi,,,39.62605556000000,-76.1577500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,9,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,025,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01580570,"SUSQUEHANNA RIVER AT LAPIDUM, MD",Stream,,02050306,27482.26,sq mi,,,39.60111110000000,-76.1269444000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,025,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01581500,"BYNUM RUN AT BEL AIR, MD",Stream,,02060003,8.52,sq mi,,,39.54147220000000,-76.3301111000000,24000,1,seconds,Interpolated from MAP.,NAD83,250.08,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,025,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01581649,"JAMES RUN NEAR BELCAMP, MD",Stream,,02060003,9.15,sq mi,,,39.49219444000000,-76.2591111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,57.10,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,025,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01581752,"PLUMTREE RUN NEAR BEL AIR, MD",Stream,,02060003,2.50,sq mi,,,39.49627778000000,-76.3474444000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,182.27,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,025,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01581960,"BEETREE RUN AT BENTLEY SPRINGS, MD",Stream,,02060003,9.72,sq mi,,,39.67302778000000,-76.6750000000000,24000,.1,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,486.11,feet,.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,24,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01585075,"FOSTER BRANCH NEAR JOPPATOWNE, MD",Stream,,02060003,1.83,sq mi,,,39.40852778000000,-76.3426388900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,0.53,feet,0.2,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,025,,,,,20150923,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01585219,"HERRING RUN AT SINCLAIR LANE AT BALTIMORE, MD",Stream,,02060003,16.3,sq mi,,,39.31797220000000,-76.5551388900000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,31.25,feet,0.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,510,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01589485,"JONES FALLS AT MOUTH AT BALTIMORE, MD",Stream: Tidal stream,,02060003,57.5,sq mi,,,39.28411110000000,-76.6036388900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,0.00,feet,.01,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,24,510,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594440,"PATUXENT RIVER NEAR BOWIE, MD",Stream,,02060006,348,sq mi,,,38.95591667000000,-76.6936944000000,,1,seconds,Interpolated from MAP.,NAD83,12.32,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594910,"NORTH BRANCH POTOMAC RIVER NEAR KEMPTON, MD",Stream,,02070002,7.28,sq mi,,,39.22275000000000,-79.4339167000000,2400,.1,seconds,Interpolated from Digital MAP.,NAD83,2650,feet,3,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594930,"LAUREL RUN AT DOBBIN RD NEAR WILSON, MD",Stream,,02070002,8.23,sq mi,,,39.24361110000000,-79.4283056000000,,1,seconds,Interpolated from MAP.,NAD83,2600,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594931,"NORTH BRANCH POTOMAC RIVER AT WILSON, MD",Stream,,02070002,25.9,sq mi,,,39.25343940000000,-79.3986592000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594943,"SAND RUN NEAR WILSON, MD",Stream,,02070002,4.01,sq mi,,,39.25508330000000,-79.4002778000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2478,feet,3,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594952,"SHIELDS RUN NEAR BAYARD, WV",Stream,,02070002,5.45,sq mi,,,39.27180556000000,-79.3790000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2373,feet,3,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-0159496145,"UNNMD TRIB TO NORTH BRANCH POTOMAC R AT GORMAN, MD",Stream,,02070002,0.45,sq mi,,,39.28425000000000,-79.3523888900000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,2329,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-0159496150,"NORTH BRANCH POTOMAC RIVER AT GORMAN, MD",Stream,,02070002,53.9,sq mi,,,39.28530556000000,-79.3508611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,2314,feet,3,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01594965,"NYDEGGER RUN AT GORMAN, MD",Stream,,02070002,5.2,sq mi,,,39.29758330000000,-79.3480833000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,2333,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01595000,"NORTH BRANCH POTOMAC RIVER AT STEYER, MD",Stream,,02070002,73.1,sq mi,,,39.30188889000000,-79.3068888900000,24000,1,seconds,Interpolated from MAP.,NAD83,2275.58,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01605035,"NORTH BRANCH POTOMAC RIVER AT SPRING GAP, MD",Stream,,02070002,1280,sq mi,,,39.56400000000000,-78.7186667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,552,feet,3,feet,Unknown.,NAVD88,US,24,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01610000,"POTOMAC RIVER AT PAW PAW, WV",Stream,,02070003,3129,sq mi,,,39.53886110000000,-78.4556111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,487.21,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01614500,"CONOCOCHEAGUE CREEK AT FAIRVIEW, MD",Stream,,02070004,494,sq mi,,,39.71638889000000,-77.8247778000000,,1,seconds,Interpolated from MAP.,NAD83,391.19,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,043,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01619270,"ANTIETAM CREEK BELOW HAGERSTOWN, MD",Stream,,02070004,22.9,sq mi,,,39.59509725000000,-77.7086038000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,043,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01619500,"ANTIETAM CREEK NEAR SHARPSBURG, MD",Stream,,02070004,281,sq mi,,,39.44977778000000,-77.7301944000000,,1,seconds,Interpolated from MAP.,NAD83,310.40,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,043,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01619530,"ANTIETAM CREEK AT ANTIETAM, MD",Stream,,02070004,292,sq mi,,,39.41733330000000,-77.7459167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,277,feet,3,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,043,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01636780,"POTOMAC RIVER NEAR BRUNSWICK, MD",Stream,,02070008,,,,,39.30694444000000,-77.6191667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01636845,"LITTLE CATOCTIN CREEK NEAR ROSEMONT, MD",Stream,,02070008,4.16,sq mi,,,39.34125000000000,-77.6340833000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,413.26,feet,.10,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,24,021,,,,,20160826,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01636846,"LITTLE CATOCTIN CREEK AT ROSEMONT, MD",Stream,,02070008,4.55,sq mi,,,39.33761110000000,-77.6264722000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,395.79,feet,.01,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01640000,"LITTLE PIPE CREEK AT AVONDALE, MD",Stream,,02070009,8.10,sq mi,,,39.56121220000000,-77.0435930000000,,1,seconds,Interpolated from MAP.,NAD83,525,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,013,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01640150,"LITTLE PIPE CREEK AT UNION BRIDGE, MD",Stream,,02070009,40.4,sq mi,,,39.57232275000000,-77.1760938000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,013,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-0164045550,"OWENS CREEK TRIBUTARY AT FOXVILLE, MD",Stream,,02070009,0.45,sq mi,,,39.65074444000000,-77.4895972000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,1363,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01642198,"CARROLL CREEK NEAR FREDERICK, MD",Stream,,02070009,4.35,sq mi,,,39.43602778000000,-77.4405833000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,315.71,feet,0.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01642199,"CARROLL CREEK ABOVE ROCK CREEK AT FREDERICK, MD",Stream,,02070009,7.33,sq mi,,,39.42441667000000,-77.4297777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,291.33,feet,.01,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01643000,"MONOCACY RIVER AT JUG BRIDGE NEAR FREDERICK, MD",Stream,,02070009,817,sq mi,,,39.40283330000000,-77.3660833000000,24000,1,seconds,Interpolated from MAP.,NAD83,231.21,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01643128,"MONOCACY RIVER NEAR LIME KILN, MD",Stream,,02070009,,,,,39.36186110000000,-77.4107222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01644148,"POTOMAC RIVER AT EDWARDS FERRY NEAR POOLESVILLE,MD",Stream,,02070008,11130,sq mi,,,39.09863889000000,-77.4712500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,178.70,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,031,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01644600,"GREAT SENECA CREEK NEAR QUINCE ORCHARD, MD",Stream,,02070008,50.7,sq mi,,,39.13286110000000,-77.2681111000000,24000,1,seconds,Interpolated from MAP.,NAD83,265,feet,1,feet,Interpolated from topographic map.,NGVD29,US,24,031,,,,,,,,,,NWIS
