OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-400652077062001,AT 13108 LITTLE DOGWOOD RUN PA,Stream,,02050305,,,,,40.11447778000000,-77.1057138900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,837,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-400702077071901,AT 12034 UNNAMED TRIB TO LITTLE DOGWOOD RUN PA,Stream,,02050305,,,,,40.11730830000000,-77.1219833000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,675,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-401833077050001,AT 13107 EPHEMERAL UNNAMED TRIB TO FISHING CR PA,Stream,,02050305,,,,,40.30928056000000,-77.0835777800000,24000,.01,seconds,Interpolated from MAP.,NAD83,757,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,099,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-402027077064301,AT 13106 UNNAMED TRIBUTARY TO FISHING RUN PA,Stream,,02050305,,,,,40.34084444000000,-77.1121000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,633,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,099,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-402511076521101,AT 13105 UNNAMED EPHEMERAL TRIB TO CLARK CR PA,Stream,,02050305,,,,,40.41984167000000,-76.8698138900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,512,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-402707076463201,AT 13104 CLARK CREEK PA,Stream,,02050305,,,,,40.45219444000000,-76.7757638900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,540,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-402716076424001,AT 13103 RATTLING RUN PA,Stream,,02050305,,,,,40.45463610000000,-76.7112194000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1491,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-402942076333001,AT 13102 UNNAMED TRIBUTARY TO TROUT RUN PA,Stream,,02050305,,,,,40.49513889000000,-76.5584667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,685,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,075,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403008076275101,AT 13101 BEAR HOLE RUN PA,Stream,,02050305,,,,,40.50238056000000,-76.4643777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,996,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,075,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403030076224701,AT 13100 UNNAMED TRIBUTARY TO SWOPE VALLEY RUN PA,Stream,,02050305,,,,,40.50841944000000,-76.3797222000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1114,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403139076135201,AT 13099 LOWER LITTLE SWATARA CREEK PA,Stream,,02050305,,,,,40.52765556000000,-76.2313500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1413,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403233076085501,AT 13098 UNNAMED TRIBUTARY TO NORTHKILL CREEK PA,Stream,,02040203,,,,,40.54264720000000,-76.1488556000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1510,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403313076041801,AT 13096 UNNAMED EPHEMERAL TRIB TO MILL CREEK PA,Stream,,02040203,,,,,40.55381389000000,-76.0719222000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1223,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403328076063701,AT 13097 STONY CREEK PA,Stream,,02040203,,,,,40.55778610000000,-76.1103138900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1337,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403430076013101,AT 13095 UNNAMED EPHEM TRIB TO SCHUYLKILL RIVER PA,Stream,,02040203,,,,,40.57526667000000,-76.0253444000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,466,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403707075572101,AT 13094 PINE CREEK PA,Stream,,02040203,,,,,40.61863056000000,-75.9558417000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,673,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403818075573301,AT 13093 UNNAMED TRIBUTARY TO PINE CREEK PA,Stream,,02040203,,,,,40.63841667000000,-75.9593722000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,560,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-403924075573601,AT 13092 BEAR CREEK PA,Stream,,02040203,,,,,40.65680556000000,-75.9602277800000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1226,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-404144075504001,AT 11088.3 UNNAMED TRIBUTARY TO LIZARD CREEK PA,Stream,,02040106,,,,,40.69556110000000,-75.8445833000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1317,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-404257075504401,AT 11088.5 UNNAMED TRIBUTARY TO LIZARD CREEK PA,Stream,,02040106,,,,,40.71595830000000,-75.8458111000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,699,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-404331075470901,AT 13091 UNNAMED TRIBUTARY TO LIZARD CREEK PA,Stream,,02040106,,,,,40.72544720000000,-75.7859388900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1211,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413453076041101,LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA,Stream,,02050106,,,,,41.58153889000000,-76.0698000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,42,131,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413735076162701,SUGAR RUN NEAR WILMOT PA,Stream,,02050106,,,,,41.62643610000000,-76.2743556000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,42,015,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-415929076544401,HAMMOND CREEK NEAR WELLS PA,Stream,,02050105,,,,,41.99628610000000,-76.9074222000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,42,015,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01426690,"Faulkner Brook near Balls Eddy, PA",Stream,,02040101,2.19,sq mi,,,41.98350000000000,-75.3432500000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,996,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01426700,BALLS CREEK NEAR WINTERDALE PA,Stream,,02040101,15.4,sq mi,,,41.96814105000000,-75.3360073000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427110,"Shehawken Creek near Hancock, NY",Stream,,02040101,,,,,41.94008330000000,-75.2893611000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,907,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427120,"Stockport Creek at Stockport, PA",Stream,,02040101,2.76,sq mi,,,41.89488889000000,-75.2769722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,931,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427183,"Crooked Creek near Camp Tabor, PA",Stream,,02040101,6.20,sq mi,,,41.79127778000000,-75.2738056000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1192,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427190,"Factory Creek at Equinunk, PA",Stream,,02040101,4.27,sq mi,,,41.85558330000000,-75.2281111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,867,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427203,"Equinunk Creek at Equinunk, PA",Stream,,02040101,57.7,sq mi,,,41.85592107000000,-75.2248944000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427300,"Little Equinunk Creek at Stalker, PA",Stream,,02040101,24.60,sq mi,,,41.82619917000000,-75.1204469000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427320,"Cooley Creek near Hankins, PA",Stream,,02040101,3.21,sq mi,,,41.81377778000000,-75.1004167000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,827,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01427400,"Hollister Creek near Abrahamsville, PA",Stream,,02040101,9.11,sq mi,,,41.76814380000000,-75.0846128000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01429290,"East Branch Dyberry Creek at Tanners Falls, PA",Stream,,02040103,16.8,sq mi,,,41.66097220000000,-75.2883888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1050,feet,20,feet,Interpolated from topographic map.,NGVD29,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01431600,"Wallenpaupack Creek at East Sterling, PA",Stream,,02040103,69.5,sq mi,,,41.33619840000000,-75.3399036000000,,.1,seconds,Interpolated from MAP.,NAD83,1237.26,feet,.01,feet,Level or other surveyed method.,NAVD88,US,42,127,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01448835,"Hazel Creek near Hazelbrook, PA",Stream,,02040106,7.77,sq mi,,,40.96525000000000,-75.8965833000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1105,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,079,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01448849,"Hazle Creek, PA",Stream,,02040106,,,,,40.93230939000000,-75.8226952000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,42,079,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467471,"Schuylkill River ab Mill Creek at Port Carbon, PA",Stream,,02040203,27.2,sq mi,,,40.69374720000000,-76.1647722000000,24000,10,seconds,Differentially corrected Global Positioning System.,NAD83,610,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-0146748710,"L Wolf Creek ab Pine Forest AMD at St. Clair, PA",Stream,,02040203,0.85,sq mi,,,40.71897847000000,-76.1768860000000,24000,1,seconds,Interpolated from MAP.,NAD83,720,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-0146748720,"Pine Forest Pit Lake near St. Clair, PA","Lake, Reservoir, Impoundment",,02040203,0.004,sq mi,,,40.71813889000000,-76.1749167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,800,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-0146748730,"L Wolf Creek bl Pine Forest AMD at St. Clair, PA",Stream,,02040203,0.95,sq mi,,,40.71397854000000,-76.1766083000000,24000,1,seconds,Interpolated from MAP.,NAD83,690,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467492,"Mill Cr ab Schuylkill River at Port Carbon, PA",Stream,,02040203,25.5,sq mi,,,40.69381944000000,-76.1649556000000,24000,10,seconds,Differentially corrected Global Positioning System.,NAD83,610,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467688,WB Schuylkill River ab Pine Knot Disch at Duncott,Stream,,02040203,17.1,sq mi,,,40.70422839000000,-76.2493078000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,700,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467689,"Pine Knot Disch 500 m bl Tunnel at Duncott, PA","Subsurface: Tunnel, shaft, or mine",,02040203,,,,,40.70422839000000,-76.2495856000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,700,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467691,Oak Hill Disch 200 m bl Borehole at Duncott,Stream,,02040203,,,,,40.70212280000000,-76.2512440000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,700,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467692,WB Schuylkill R bl Oak Hill Borehole at Duncott,Stream,,02040203,17.5,sq mi,,,40.70145060000000,-76.2515301000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,700,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467700,"West Branch Schuylkill River at Minersville, PA",Stream,,02040203,,,,,40.69036738000000,-76.2566139000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467715,"West Branch Schuylkill River at Mar Lin, PA",Stream,,02040203,20.9,sq mi,,,40.68222220000000,-76.2527777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,689,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467730,"Unnamed trib to WB Schuylkill Rat Mar Lin, Pa",Stream,,02040203,0.88,sq mi,,,40.67750000000000,-76.2419444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,698,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467750,"West Branch Schuylkill River at Pottsville, PA",Stream,,02040203,,,,,40.67286776000000,-76.2357796000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467752,"WB Schuylkill River ab West Cr near Pottsville, PA",Stream,,02040203,24.1,sq mi,,,40.66868610000000,-76.2364222000000,24000,10,seconds,Differentially corrected Global Positioning System.,NAD83,670,feet,10,feet,Interpolated from topographic map.,NGVD29,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467830,"West Creek ds Crystal Res near Forestville, PA",Stream,,02040203,5.21,sq mi,,,40.69361110000000,-76.3083333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,936,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678304,"West Creek Site 4W at Forestville, PA",Stream,,02040203,5.31,sq mi,,,40.69222220000000,-76.3055556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,897,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678306,"West Creek Site 4X at Forestville, PA",Stream,,02040203,5.32,sq mi,,,40.69138889000000,-76.3047222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,878,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678307,"West Creek Site 4Z at Forestville, PA",Stream,,02040203,5.35,sq mi,,,40.69111110000000,-76.3038888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,872,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01467832,"West Creek at Forestville, PA",Stream,,02040203,5.35,sq mi,,,40.69138889000000,-76.3019444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,852,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678321,"West Creek Site 5A near Forestville, PA",Stream,,02040203,5.40,sq mi,,,40.69194444000000,-76.3002777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,834,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678322,"West Creek Site 5A2 near Forestville, PA",Stream,,02040203,5.41,sq mi,,,40.69194444000000,-76.3000000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,832,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678324,"Unnamed Trib to West Cr Site 5U1 nr Forestville,PA",Stream,,02040203,0.0004,sq mi,,,40.69222220000000,-76.2988888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,827,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678325,"West Creek Site 5B near Forestville, PA",Stream,,02040203,5.77,sq mi,,,40.69222220000000,-76.2986111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,821,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678327,"Unnamed trib to West Cr 5U2 near Forestville, PA",Stream,,02040203,0.001,sq mi,,,40.69222220000000,-76.2966667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,812,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678328,"West Creek Site R5A near Forestville, PA",Stream,,02040203,6.51,sq mi,,,40.69194444000000,-76.2963888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,808,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-014678331,"West Creek Site R6A near Primrose, PA",Stream,,02040203,7.08,sq mi,,,40.69000000000000,-76.2961111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,796,feet,2.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,42,107,,,,,,,,,,NWIS
