OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-01342702,MOHAWK RIVER AT FRANKFORT NY,Stream,,02020004,619,sq mi,,,43.04333889000000,-75.0621194000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,383,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342725,STEELE CREEK AT ST HWY 51 NEAR ELIZABETHTOWN NY,Stream,,02020004,12.7,sq mi,,,42.96916667000000,-75.1007500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342730,STEELE CREEK AT ILION NY,Stream,,02020004,26.4,sq mi,,,43.00658330000000,-75.0416667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,426.52,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134273105,STEELE CREEK AT MOUTH AT ILION NY,Stream,,02020004,27.4,sq mi,,,43.02229240000000,-75.0434906000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342750,FULMER CREEK AT MOHAWK NY,Stream,,02020004,26.4,sq mi,,,43.01027778000000,-75.0113888900000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277112,HONNEDAGA LAKE TRIBUTARY NO. 2 NR FOREST LODGE NY,Stream,,02020004,0.07,sq mi,,,43.53380556000000,-74.8618333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2200,feet,10,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277114,HONNEDAGA LAKE TRIBUTARY NO. 3 NR FOREST LODGE NY,Stream,,02020004,0.12,sq mi,,,43.53138889000000,-74.8529167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2200,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277118,HONNEDAGA L TRIB NO 4 NORTH OF FOREST LODGE NY,Stream,,02020004,0.54,sq mi,,,43.53022220000000,-74.8026944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2367,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013427711805,HONNEDAGA L TRIB NO 4 NR FOREST LODGE NY,Stream,,02020004,0.55,sq mi,,,43.52833330000000,-74.8019444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013427711835,HONNEDAGA L TRIB NO 4 UPSTREAM OF FOREST LODGE NY,Stream,,02020004,0.74,sq mi,,,43.52644444000000,-74.8014444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277119,HONNEDAGA L TRIB NO 4 AT FOREST LODGE NY,Stream,,02020004,0.84,sq mi,,,43.52105556000000,-74.8011111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277120,HONNEDAGA L TRIB NO5 SOUTHEAST OF FOREST LODGE NY,Stream,,02020004,0.13,sq mi,,,43.51358330000000,-74.7979722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2236,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277121,HONNEDAGA LAKE TRIBUTARY NO. 5 AT FOREST LODGE NY,Stream,,02020004,0.12,sq mi,,,43.51430556000000,-74.7988611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277123,HONNEDAGA LAKE TRIBUTARY NO. 6 AT FOREST LODGE NY,Stream,,02020004,0.07,sq mi,,,43.51150000000000,-74.8148611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01343060,WEST CANADA CREEK NEAR WILMURT NY,Stream,,02020004,238,sq mi,,,43.36611110000000,-74.9577777800000,24000,1,seconds,Interpolated from MAP.,NAD83,1257.60,feet,.07,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01346000,WEST CANADA CREEK AT KAST BRIDGE NY,Stream,,02020004,560,sq mi,,,43.06852778000000,-74.9882777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,438.46,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01348002,EAST CANADA CREEK NEAR ST. JOHNSVILLE NY,Stream,,02020004,289,sq mi,,,43.00729360000000,-74.7407023000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01350080,MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,Stream,,02020005,32.4,sq mi,,,42.37694444000000,-74.4130556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1254.63,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,095,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01350101,SCHOHARIE CREEK AT GILBOA NY,Stream,,02020005,316,sq mi,,,42.39722220000000,-74.4505556000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,938.97,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,095,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01350140,MINE KILL NEAR NORTH BLENHEIM NY,Stream,,02020005,16.2,sq mi,16.2,sq mi,42.42888889000000,-74.4730556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1060.13,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,095,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01413398,BUSH KILL NEAR ARKVILLE NY,Stream,,02040102,46.7,sq mi,,,42.15083330000000,-74.6013888900000,24000,1,seconds,Interpolated from MAP.,NAD83,1370.79,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01413408,DRY BROOK AT ARKVILLE,Stream,,02040102,82.2,sq mi,,,42.14666667000000,-74.6233333000000,24000,1,seconds,Interpolated from MAP.,NAD83,1335.67,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01414000,PLATTE KILL AT DUNRAVEN NY,Stream,,02040102,34.9,sq mi,,,42.13305556000000,-74.6955556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1293.75,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01414500,MILL BROOK NEAR DUNRAVEN NY,Stream,,02040102,25.2,sq mi,25.2,sq mi,42.10611110000000,-74.7305556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1297.18,feet,.14,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01421200,CADOSIA CREEK AT CADOSIA NY,Stream,,02040102,17.9,sq mi,,,41.96758666000000,-75.2637829000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01421640,"West Branch Delaware River at South Kortright, NY",Stream,,02040101,,,,,42.34361110000000,-74.7200000000000,24000,1,seconds,Interpolated from MAP.,NAD83,1499,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01426000,OQUAGA CREEK AT DEPOSIT NY,Stream,,02040101,67.6,sq mi,,,42.05861110000000,-75.4280556000000,24000,1,seconds,Interpolated from MAP.,NAD83,984.46,feet,.01,feet,Level or other surveyed method.,NGVD29,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01426495,SHERMAN CREEK AT COUNTY ROUTE 4 AT HALE EDDY NY,Stream,,02040101,19.3,sq mi,,,42.00186110000000,-75.3950000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01426600,ROODS CREEK NEAR HALE EDDY NY,Stream,,02040101,8.76,sq mi,,,42.00425160000000,-75.3604519000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01426997,SANDS CREEK AT HANCOCK NY,Stream,,02040101,17.6,sq mi,,,41.95636110000000,-75.2966388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01427000,WEST BRANCH DELAWARE RIVER AT HANCOCK NY,Stream,,02040101,650,sq mi,,,41.95216667000000,-75.2909444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01427230,BOUCHOUX BROOK NEAR LORDVILLE NY,Stream,,02040101,5.18,sq mi,,,41.87480990000000,-75.1807261000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01427250,PEA BROOK AT LONG EDDY NY,Stream,,02040101,6.23,sq mi,,,41.86000000000000,-75.1397222000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01427260,HOOLIHAN BROOK AT LONG EDDY NY,Stream,,02040101,4.16,sq mi,,,41.86250000000000,-75.1269444000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,025,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01513500,SUSQUEHANNA RIVER AT VESTAL NY,Stream,,02050103,3941,sq mi,,,42.09166667000000,-76.0565277800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,798.72,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01513725,NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY,Stream,,02050103,46.6,sq mi,,,42.21547220000000,-76.0394167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01513790,NANTICOKE CR AT UNION CENTER NY,Stream,,02050103,90.7,sq mi,,,42.14888889000000,-76.0663888900000,24000,1,seconds,Interpolated from MAP.,NAD83,849.58,feet,.01,feet,Level or other surveyed method.,NGVD29,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01513792,BRADLEY CREEK AT UNION CENTER NY,Stream,,02050103,9.00,sq mi,,,42.14840795000000,-76.0632581000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01513800,"NANTICOKE CREEK AT ENDICOTT, N.Y.",Stream,,02050103,114,sq mi,,,42.09201909000000,-76.0893700000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,007,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01513820,APALACHIN CREEK AT APALACHIN NY,Stream,,02050103,43.7,sq mi,,,42.06229678000000,-76.1488168000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,107,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01515583,CARTER CREEK AT STATE ROUTE 13 NEAR CAYUTA NY,Stream,,02050103,4.89,sq mi,,,42.32316667000000,-76.6582777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01515586,PONY HOLLOW CREEK NORTHEAST OF CAYUTA NY,Stream,,02050103,6.41,sq mi,,,42.31785177000000,-76.6638374000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,097,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01515592,CHAFFEE CREEK AT STATE ROUTE 13 NEAR CAYUTA NY,Stream,,02050103,3.67,sq mi,,,42.30477778000000,-76.6765833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01515615,PONY HOLLOW CREEK ABOVE MORREL ROAD AT CAYUTA NY,Stream,,02050103,16.2,sq mi,,,42.28729660000000,-76.6885608000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,097,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04226000,KESHEQUA CR AT CRAIG COLONY AT SONYEA NY,Stream,,04130002,68.3,sq mi,,,42.68247220000000,-77.8286944000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,581.76,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,051,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04227500,GENESEE RIVER NEAR MOUNT MORRIS NY,Stream,,04130003,1424,sq mi,,,42.76666667000000,-77.8388888900000,24000,1,seconds,Interpolated from MAP.,NAD83,539.57,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,051,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04232034,IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY,Stream,,04140101,39.2,sq mi,,,43.02783330000000,-77.4787222000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,443.50,feet,.01,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,069,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04232900,WEST BRANCH CAYUGA INLET AT NEWFIELD NY,Stream,,04140201,,,,,42.36146230000000,-76.5938341000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233051,ENFIELD CR ABV FIVEMILE CR AT MILLERS CORNERS NY,Stream,,04140201,,,,,42.44547220000000,-76.6287777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233060,ENFIELD CR AT ENFIELD CENTER RD 3 AT ENFIELD NY,Stream,,04140201,,,,,42.43600000000000,-76.6298888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233080,ENFIELD CREEK ABOVE SR-327 AT BOSTWICK CORNERS NY,Stream,,04140201,,,,,42.41522220000000,-76.6198333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233085,ENFIELD CREEK AT HINES RD NR BOSTWICK CORNERS NY,Stream,,04140201,,,,,42.41094444000000,-76.6075833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233097,ENFIELD CR BLW TRIB 4 NR ROBERT H TREMAN ST PK NY,Stream,,04140201,,,,,42.40616667000000,-76.5972777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233286,SIXMILE CREEK AT BROOKTONDALE NY,Stream,,04140201,27.0,sq mi,,,42.38138889000000,-76.3944444000000,24000,1,seconds,Interpolated from MAP.,NAD83,909.90,feet,.01,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04233300,SIXMILE CREEK AT BETHEL GROVE NY,Stream,,04140201,39.0,sq mi,,,42.40263889000000,-76.4355833000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,759.26,feet,.01,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04234000,FALL CREEK NEAR ITHACA NY,Stream,,04140201,126,sq mi,126,sq mi,42.45333330000000,-76.4727777800000,24000,1,seconds,Interpolated from MAP.,NAD83,794.52,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,109,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04236000,SKANEATELES LAKE AT SKANEATELES NY,"Lake, Reservoir, Impoundment",,04140201,72.7,sq mi,,,42.94476667000000,-76.4291917000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237500,SENECA RIVER AT BALDWINSVILLE NY,Stream,,04140201,3138,sq mi,,,43.15694444000000,-76.3316667000000,24000,1,seconds,Interpolated from MAP.,NAD83,361.38,feet,.01,feet,Level or other surveyed method.,NGVD29,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237928,EMERSON GULF NEAR TULLY NY,Stream,,04140201,2.11,sq mi,,,42.82494444000000,-76.1501388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237931,ONONDAGA CR TRIB UPSTREAM OF SR 11A NR TULLY NY,Stream,,04140201,0.27,sq mi,,,42.82786110000000,-76.1342500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237936,Onondaga Creek above Mud Boil Depression Area,Stream,,04140201,14.2,sq mi,,,42.85506706000000,-76.1371476000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237948,ONONDAGA CREEK DS OF TRIB 6 AT TULLY VALLEY NY,Stream,,04140201,15.8,sq mi,,,42.85663889000000,-76.1386388900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237952,RAINBOW CREEK AT RT11A AT TULLY VALLEY NY,Stream,,04140201,2.37,sq mi,,,42.86269444000000,-76.1359722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237955,"RATTLESNAKE GULF AT TULLY FARMS RD NR CARDIFF, NY",Stream,,04140201,9.06,sq mi,,,42.86302778000000,-76.1482500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04237960,OD1814,Spring,,04140201,,,,,42.89216667000000,-76.1635277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,494,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04240105,"HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",Stream,,04140201,12.1,sq mi,,,43.05611110000000,-76.1850000000000,24000,1,seconds,Interpolated from MAP.,NAD83,365.20,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04240253,GEDDES BROOK AT FAIRMOUNT NY,Stream,,04140201,8.29,sq mi,,,43.05728877000000,-76.2338160000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-04240540,SENECA RIVER AT BELGIUM NY,Stream,,04140201,,,,,43.17090100000000,-76.2685400000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
