OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-383820075095202,WCV-198-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.63888889000000,-75.1644444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5.9,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110505,11,ft,13,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383820075100802,WCV-64-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.63900000000000,-75.1689167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7.4,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110419,10,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383821075094801,WCV-79-PW01,Well,,02040303,,,,,38.63911110000000,-75.1634722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4.6,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19830224,65.00,ft,65.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383821075094802,WCV-79-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.63911110000000,-75.1634722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3.8,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110421,8.00,ft,10.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383822075101101,WCV-62-PW01,Well,,02040303,,,,,38.63952778000000,-75.1697222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7.0,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19841226,55,ft,55,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383822075101102,WCV-62-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.63952778000000,-75.1697222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110419,10,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383823075382101,Pc22-06,Well,,02080109,,,,,38.63983675000000,-75.6388170000000,240000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,20.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,Columbia Group,Unconfined single aquifer,19880818,103,ft,115.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383825075100201,WCV-235-PW01,Well,,02040303,,,,,38.64030556000000,-75.1672222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,11.8,feet,.5,feet,Global Positioning System.,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19980812,50,ft,50,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383825075100202,WCV-235-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64030556000000,-75.1672222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,11.8,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110421,16,ft,16,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383825075101901,WCV-56-PW01,Well,,02040303,,,,,38.64016667000000,-75.1720556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4.9,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19870401,60,ft,60,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383825075101902,WCV-56-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64016667000000,-75.1720556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4.9,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110421,10,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383827075095001,WCV-192-PW01,Well,,02040303,,,,,38.64083330000000,-75.1638888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19930320,65,ft,65,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383827075095002,WCV-192-GP01,Well,,02040303,,,,,38.64069444000000,-75.1638888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110505,10,ft,14,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383829075102202,WCV-312-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64133330000000,-75.1728333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5.1,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110425,12,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383830075095301,WCV-256-PW01,Well,,02040303,,,,,38.64161110000000,-75.1646667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8.4,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19980323,69,ft,69,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383830075095302,WCV-256-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64161110000000,-75.1646667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8.4,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110421,12,ft,20,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383831075094601,WCV-87-PW01,Well,,02040303,,,,,38.64183330000000,-75.1627500000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7.0,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19770314,52.00,ft,52.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383831075094602,WCV-87-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64183330000000,-75.1627500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6.9,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110421,10,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383832075095201,WCV-187-PW01,Well,,02040303,,,,,38.64222220000000,-75.1644444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20030826,56,ft,56,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383832075095202,WCV-187-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64222220000000,-75.1644444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110505,12,ft,14,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383832075095901,WCV-260-PW01,Well,,02040303,,,,,38.64213889000000,-75.1663611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,9.7,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19951109,53,ft,53,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383832075095902,WCV-260-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64213889000000,-75.1663611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,9.7,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110425,13,ft,20,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383834075100601,WCV-265-PW01,Well,,02040303,,,,,38.64275000000000,-75.1684444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,18.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19931112,80,ft,80,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383834075100602,WCV-265-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64275000000000,-75.1684444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,18.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110419,24,ft,24,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383835075093801,WCV-100-PW01,Well,,02040303,,,,,38.64297220000000,-75.1606944000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3.60,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19970819,30.00,ft,30.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383835075093802,WCV-100-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64297220000000,-75.1606944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3.6,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110421,10,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383836075094701,WCV-182-PW01,Well,,02040303,,,,,38.64322220000000,-75.1631388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6.1,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20010530,55,ft,55,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383836075094702,WCV-182-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64322220000000,-75.1631388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6.1,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110418,10,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383836075183001,Pg22-06,Well,,02040303,,,,,38.64336110000000,-75.3083611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,33,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,16.5,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383840075093401,WCV-135-PW01,Well,,02040303,,,,,38.64450000000000,-75.1593611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,16.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19960326,75,ft,75,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383840075093402,WCV-135-GP01,Well: Test hole not completed as a well,,02040303,,,,,38.64450000000000,-75.1593611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,16.5,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20110425,12,ft,16,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-383840075094001,WCV-176-PW01,Well,,02040303,,,,,38.64438889000000,-75.1610833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6.8,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19850117,61,ft,61,ft,NWIS
